Experiment Directory: /mnt/c/Users/rcham/Documents/Git/tomcat/human_experiments/lab_software/data_inventory/

Status            |Description                                 |Directory                       |File(s)                   |Min_Size|Max_Size|Min_Count|Max_Count|File_Size|File_Count|
------------------|--------------------------------------------|--------------------------------|--------------------------|--------|--------|---------|---------|---------|----------|
Face Images:                                                   |                                |                          |        |        |         |         |         |          |
X Dir Not Exist   |Tiger Pupil 001 - eye1.mp4                  |tiger/pupil_recorder/001        |eye1.mp4                  |1G      |6G      |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - eye1_timestamps.npy       |tiger/pupil_recorder/001        |eye1_timestamps.npy       |1M      |8M      |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - fixations.pldata          |tiger/pupil_recorder/001        |fixations.pldata          |1M      |100M    |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - fixations_timestamps.npy  |tiger/pupil_recorder/001        |fixations_timestamps.npy  |10K     |500K    |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - gaze.pldata               |tiger/pupil_recorder/001        |gaze.pldata               |500M    |4G      |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - gaze_timestamps.npy       |tiger/pupil_recorder/001        |gaze_timestamps.npy       |2M      |20M     |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - info.player.json          |tiger/pupil_recorder/001        |info.player.json          |100     |800     |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - notify.pldata             |tiger/pupil_recorder/001        |notify.pldata             |1M      |5M      |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - notify_timestamps.npy     |tiger/pupil_recorder/001        |notify_timestamps.npy     |100     |400     |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - pupil.pldata              |tiger/pupil_recorder/001        |pupil.pldata              |100M    |800M    |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - pupil_timestamps.npy      |tiger/pupil_recorder/001        |pupil_timestamps.npy      |2M      |20M     |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - surface_definitions_v01   |tiger/pupil_recorder/001        |surface_definitions_v01   |500     |3K      |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - surfaces.pldata           |tiger/pupil_recorder/001        |surfaces.pldata           |80M     |300M    |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - surfaces_timestamps.npy   |tiger/pupil_recorder/001        |surfaces_timestamps.npy   |200K    |2G      |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - user_info.csv             |tiger/pupil_recorder/001        |user_info.csv             |10      |100K    |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - world.intrinsics          |tiger/pupil_recorder/001        |world.intrinsics          |100     |800     |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - world.mp4                 |tiger/pupil_recorder/001        |world.mp4                 |4G      |60G     |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Tiger Pupil 001 - world_timestamps.npy      |tiger/pupil_recorder/001        |world_timestamps.npy      |200K    |900K    |1        |1        |(no dir) |(no dir)  |
..
Leopard Pupil Recorder Files Block 001:                        |                                |                          |        |        |         |         |         |          |
X Dir Not Exist   |Leopard Pupil 001 - blinks.pldata           |leopard/pupil_recorder/001      |blinks.pldata             |1M      |100M    |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Leopard Pupil 001 - blinks_timestamps.npy   |leopard/pupil_recorder/001      |blinks_timestamps.npy     |1K      |100K    |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Leopard Pupil 001 - eye0.intrinsics         |leopard/pupil_recorder/001      |eye0.intrinsics           |100     |400     |1        |1        |(no dir) |(no dir)  |
X Dir Not Exist   |Leopard Pupil 001 - eye0.mp4                |leopard/pupil_recorder/001      |eye0.mp4                  |1G      |6G      |1        |1        |(no dir) |(no dir)  |
